order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
SO - 0010456,2015-06-07,Snaptags Ltd,Wholesale,Product 1,5,4020.0,20100.0,3095.4,CA,California,West,33.97918,-118.03284,,15477.0,4623.0,23.0,June,6,2015-06
SO - 000541,2015-06-07,GOOD Ltd,Distributor,Product 15,6,2351.7000000000003,14110.2,1246.4010000000003,TX,Texas,South,32.02464,-102.11347,,7478.406000000002,6631.793999999999,46.99999999999999,June,6,2015-06
SO - 0002965,2015-06-07,Vimbo Company,Wholesale,Product 18,6,167.5,1005.0,110.55000000000001,OH,Ohio,Midwest,39.34021,-84.41716,,663.3000000000001,341.69999999999993,33.99999999999999,June,6,2015-06
SO - 0003139,2015-06-07,Mycone Ltd,Distributor,Product 19,10,3591.2000000000003,35912.0,2729.3120000000004,IL,Illinois,Midwest,41.69043,-87.74383,,27293.120000000003,8618.879999999997,23.999999999999993,June,6,2015-06
SO - 0003411,2015-06-07,Feednation Corp,Distributor,Product 21,11,2887.7000000000003,31764.700000000004,1443.8500000000001,OR,Oregon,West,42.32652,-122.87559,,15882.350000000002,15882.350000000002,50.0,June,6,2015-06
SO - 0004100,2015-06-07,Accord Group,Wholesale,Product 20,6,1018.4,6110.4,478.64799999999997,GA,Georgia,South,32.08354,-81.09983,,2871.888,3238.5119999999997,53.0,June,6,2015-06
SO - 0004849,2015-06-07,Bath Group,Wholesale,Product 4,11,3859.2000000000003,42451.200000000004,1929.6000000000001,TX,Texas,South,32.51934,-94.76459,,21225.600000000002,21225.600000000002,50.0,June,6,2015-06
SO - 0007601,2015-06-07,Colgate-Pa Group,Wholesale,Product 29,11,1996.6000000000001,21962.600000000002,1098.13,VA,Virginia,South,36.72821,-76.58356,,12079.43,9883.170000000002,45.00000000000001,June,6,2015-06
SO - 0008166,2015-06-07,Vimbo Company,Export,Product 13,5,1943.0,9715.0,1068.65,CO,Colorado,West,39.88219,-105.06443,,5343.25,4371.75,45.0,June,6,2015-06
SO - 0004028,2015-06-07,Buzzbean Group,Wholesale,Product 4,8,864.3000000000001,6914.400000000001,717.369,ND,North Dakota,Midwest,46.87719,-96.7898,,5738.952,1175.4480000000003,17.000000000000004,June,6,2015-06
SO - 0004396,2015-06-07,Epic Group,Wholesale,Product 25,6,1112.2,6673.200000000001,656.198,IL,Illinois,Midwest,42.36363,-87.84479,,3937.188,2736.0120000000006,41.0,June,6,2015-06
SO - 0005943,2015-06-07,Flipbug Ltd,Export,Product 28,7,696.8000000000001,4877.6,383.24000000000007,AZ,Arizona,West,33.44838,-112.07404,,2682.6800000000003,2194.92,44.99999999999999,June,6,2015-06
SO - 0009468,2015-06-07,Tekfly Group,Wholesale,Product 5,12,1125.6000000000001,13507.2,472.75200000000007,VA,Virginia,South,38.44957,-78.86892,,5673.024000000001,7834.1759999999995,57.99999999999999,June,6,2015-06
SO - 0010494,2015-06-07,Shuffledri Group,Wholesale,Product 13,11,2773.8,30511.800000000003,1414.6380000000001,AZ,Arizona,West,32.72532,-114.6244,,15561.018000000002,14950.782000000001,49.0,June,6,2015-06
SO - 000544,2015-06-08,Pixoboo Corp,Wholesale,Product 10,6,3725.2000000000003,22351.2,2048.86,CA,California,West,37.56299,-122.32553,,12293.16,10058.04,45.0,June,6,2015-06
SO - 0003610,2015-06-08,Eayo Company,Wholesale,Product 3,7,1038.5,7269.5,654.255,NJ,New Jersey,Northeast,40.91677,-74.17181,,4579.785,2689.715,37.0,June,6,2015-06
SO - 0004055,2015-06-08,Arbor Company,Wholesale,Product 26,9,6472.2,58249.799999999996,3106.656,NJ,New Jersey,Northeast,40.72386,-74.23252,,27959.904,30289.895999999997,52.0,June,6,2015-06
SO - 0007273,2015-06-08,Roberts Company,Distributor,Product 12,11,6237.7,68614.7,4304.013,NY,New York,Northeast,40.85745,-72.95984,,47344.143,21270.557,31.0,June,6,2015-06
SO - 0009299,2015-06-08,Mydeo Ltd,Wholesale,Product 15,12,241.20000000000002,2894.4,103.71600000000001,IN,Indiana,Midwest,39.87632,-86.14291,,1244.592,1649.808,56.99999999999999,June,6,2015-06
SO - 0003848,2015-06-08,State Ltd,Distributor,Product 25,11,743.7,8180.700000000001,349.539,MO,Missouri,Midwest,37.19415,-93.2913,,3844.929,4335.771000000001,53.0,June,6,2015-06
SO - 0004171,2015-06-08,Skinder Group,Wholesale,Product 26,5,1078.7,5393.5,841.3860000000001,FL,Florida,South,25.77427,-80.19366,,4206.93,1186.5699999999997,21.999999999999993,June,6,2015-06
SO - 0004182,2015-06-08,Aldi Ltd,Wholesale,Product 23,5,1869.3,9346.5,1495.44,PA,Pennsylvania,Northeast,39.95234,-75.16379,,7477.200000000001,1869.2999999999993,19.999999999999993,June,6,2015-06
SO - 0004603,2015-06-08,Golden Corp,Wholesale,Product 3,11,1943.0,21373.0,1379.53,MI,Michigan,Midwest,42.3242,-83.40021,,15174.83,6198.17,28.999999999999996,June,6,2015-06
SO - 0007806,2015-06-08,Browsetype Corp,Wholesale,Product 26,5,1125.6000000000001,5628.000000000001,562.8000000000001,IL,Illinois,Midwest,41.86614,-88.10701,,2814.0000000000005,2814.0000000000005,50.0,June,6,2015-06
SO - 0008858,2015-06-08,Twimbo Company,Distributor,Product 30,8,757.1,6056.8,386.12100000000004,NY,New York,Northeast,40.62472,-73.95222,,3088.9680000000003,2967.832,49.0,June,6,2015-06
SO - 000163,2015-06-08,Pfizer Corp,Wholesale,Product 25,8,1072.0,8576.0,589.6,CA,California,West,33.74752,-116.97197,,4716.8,3859.2,44.99999999999999,June,6,2015-06
SO - 0001601,2015-06-08,Revitol Company,Distributor,Product 11,8,3986.5,31892.0,2033.115,IL,Illinois,Midwest,41.74917,-88.16202,,16264.92,15627.08,49.0,June,6,2015-06
SO - 0002407,2015-06-08,Army Group,Wholesale,Product 13,9,227.8,2050.2000000000003,179.96200000000002,GA,Georgia,South,34.03945,-84.35095,,1619.6580000000001,430.54200000000014,21.000000000000004,June,6,2015-06
SO - 0003569,2015-06-08,Pixoboo Corp,Wholesale,Product 22,12,5956.3,71475.6,4228.973,CT,Connecticut,Northeast,41.67176,-72.94927,,50747.676,20727.924000000006,29.00000000000001,June,6,2015-06
SO - 0005960,2015-06-08,Tagfeed Ltd,Distributor,Product 26,10,2539.3,25393.0,1498.1870000000001,CT,Connecticut,Northeast,41.30815,-72.92816,,14981.87,10411.13,41.0,June,6,2015-06
SO - 0006813,2015-06-08,Brainspher Ltd,Wholesale,Product 13,8,5326.5,42612.0,2929.5750000000003,CA,California,West,33.72224,-116.37446,,23436.600000000002,19175.399999999998,44.99999999999999,June,6,2015-06
SO - 0010734,2015-06-08,Natures Group,Distributor,Product 7,5,3651.5,18257.5,2409.9900000000002,TX,Texas,South,32.79333,-96.76651,,12049.95,6207.549999999999,34.0,June,6,2015-06
SO - 0010035,2015-06-08,Neutrogena Ltd,Distributor,Product 25,8,3242.8,25942.4,1426.832,WI,Wisconsin,Midwest,43.06335,-87.9667,,11414.656,14527.744,55.99999999999999,June,6,2015-06
SO - 0009036,2015-06-08,Alembic Ltd,Export,Product 4,8,1005.0,8040.0,804.0,IL,Illinois,Midwest,42.0261,-88.31822,,6432.0,1608.0,20.0,June,6,2015-06
SO - 0001126,2015-06-08,Revitol Company,Wholesale,Product 13,10,877.7,8777.0,631.944,NY,New York,Northeast,42.98337,-78.87567,,6319.44,2457.5600000000004,28.000000000000004,June,6,2015-06
SO - 0001559,2015-06-08,Jabbercube Corp,Wholesale,Product 21,7,1989.9,13929.300000000001,835.758,AR,Arkansas,South,36.33202,-94.11854,,5850.3060000000005,8078.994000000001,57.99999999999999,June,6,2015-06
SO - 0002899,2015-06-08,Valeant Corp,Wholesale,Product 6,11,4020.0,44220.0,2814.0,NY,New York,Northeast,43.02033,-78.88032,,30954.0,13266.0,30.0,June,6,2015-06
SO - 0003430,2015-06-08,Cantrell Company,Wholesale,Product 16,8,1782.2,14257.6,1354.472,NY,New York,Northeast,40.62472,-73.95222,,10835.776,3421.8240000000005,24.000000000000004,June,6,2015-06
SO - 0005107,2015-06-08,Zava Group,Distributor,Product 13,10,1045.2,10452.0,501.696,CA,California,West,33.64113,-117.91867,,5016.96,5435.04,52.0,June,6,2015-06
SO - 0006085,2015-06-08,Skinder Group,Export,Product 27,6,261.3,1567.8000000000002,164.619,MD,Maryland,South,38.98067,-77.10026,,987.7139999999999,580.0860000000002,37.000000000000014,June,6,2015-06
SO - 0006755,2015-06-08,Johnson Ltd,Wholesale,Product 25,7,1139.0,7973.0,706.18,AZ,Arizona,West,34.4839,-114.32245,,4943.259999999999,3029.7400000000007,38.00000000000001,June,6,2015-06
SO - 0007887,2015-06-08,Omba Group,Wholesale,Product 14,5,3966.4,19832.0,2062.5280000000002,IL,Illinois,Midwest,41.60127,-87.60032,,10312.640000000001,9519.359999999999,47.99999999999999,June,6,2015-06
SO - 0009525,2015-06-08,Epic Group,Distributor,Product 26,9,3691.7000000000003,33225.3,2104.269,ND,North Dakota,Midwest,47.92526,-97.03285,,18938.421,14286.879000000004,43.00000000000001,June,6,2015-06
SO - 000493,2015-06-08,Terumo Corp,Export,Product 1,10,1031.8,10318.0,453.99199999999996,NJ,New Jersey,Northeast,40.66399,-74.2107,,4539.92,5778.08,55.99999999999999,June,6,2015-06
SO - 0001012,2015-06-08,Mydo Corp,Distributor,Product 7,8,1681.7,13453.6,1143.556,CA,California,West,37.42827,-121.90662,,9148.448,4305.152,32.0,June,6,2015-06
SO - 0003218,2015-06-08,Cantrell Company,Wholesale,Product 9,10,1909.5,19095.0,1355.745,CA,California,West,33.86751,-117.99812,,13557.449999999999,5537.550000000001,29.000000000000004,June,6,2015-06
SO - 0006246,2015-06-08,Skiptube Ltd,Wholesale,Product 14,11,1246.2,13708.2,510.942,IN,Indiana,Midwest,38.31459,-85.73894,,5620.362,8087.838000000001,59.0,June,6,2015-06
SO - 0006735,2015-06-08,Wordpedia Ltd,Export,Product 9,6,180.9,1085.4,106.731,NJ,New Jersey,Northeast,40.54564,-74.46082,,640.386,445.0140000000001,41.00000000000001,June,6,2015-06
SO - 0007086,2015-06-08,Aibox Company,Wholesale,Product 26,7,2345.0,16415.0,1219.4,TX,Texas,South,30.08605,-94.10185,,8535.800000000001,7879.199999999999,47.99999999999999,June,6,2015-06
SO - 000967,2015-06-08,Fivechat Company,Wholesale,Product 26,8,2412.0,19296.0,1447.2,NC,North Carolina,South,36.09986,-80.24422,,11577.6,7718.4,40.0,June,6,2015-06
SO - 0002107,2015-06-08,Camido Company,Distributor,Product 18,12,1882.7,22592.4,1355.5439999999999,FL,Florida,South,26.10037,-80.39977,,16266.527999999998,6325.872000000003,28.000000000000014,June,6,2015-06
SO - 0006073,2015-06-08,Thoughtmix Ltd,Distributor,Product 1,8,1728.6000000000001,13828.800000000001,726.0120000000001,CO,Colorado,West,39.06387,-108.55065,,5808.0960000000005,8020.704000000001,57.99999999999999,June,6,2015-06
SO - 0009077,2015-06-08,Flipbug Ltd,Export,Product 28,7,696.8000000000001,4877.6,383.24000000000007,CT,Connecticut,Northeast,41.78232,-72.61203,,2682.6800000000003,2194.92,44.99999999999999,June,6,2015-06
SO - 000290,2015-06-09,Talane Group,Distributor,Product 25,6,710.2,4261.200000000001,390.61000000000007,TX,Texas,South,30.63269,-97.67723,,2343.6600000000003,1917.5400000000004,45.0,June,6,2015-06
SO - 000643,2015-06-09,Flipbug Ltd,Distributor,Product 5,7,1005.0,7035.0,462.3,TX,Texas,South,32.73569,-97.10807,,3236.1,3798.9,54.0,June,6,2015-06
SO - 0002641,2015-06-09,Camido Company,Wholesale,Product 15,10,2613.0,26130.0,1620.06,IL,Illinois,Midwest,41.94095,-88.20373,,16200.599999999999,9929.400000000001,38.00000000000001,June,6,2015-06
SO - 0003564,2015-06-09,Epic Group,Export,Product 3,8,1112.2,8897.6,633.954,IN,Indiana,Midwest,41.58337,-87.50004,,5071.632,3825.9680000000008,43.00000000000001,June,6,2015-06
SO - 0003793,2015-06-09,Walgreen Corp,Wholesale,Product 25,9,3819.0,34371.0,2329.59,MI,Michigan,Midwest,42.3242,-83.40021,,20966.31,13404.689999999999,38.99999999999999,June,6,2015-06
SO - 0007851,2015-06-09,Valeant Corp,Wholesale,Product 2,6,1025.1000000000001,6150.6,799.5780000000001,MI,Michigan,Midwest,42.36837,-83.35271,,4797.468000000001,1353.1319999999996,21.999999999999993,June,6,2015-06
SO - 0002767,2015-06-09,Muxo Group,Export,Product 22,8,1909.5,15276.0,1489.41,NY,New York,Northeast,41.03399,-73.76291,,11915.28,3360.7199999999993,21.999999999999993,June,6,2015-06
SO - 0002777,2015-06-09,Twitterbri Ltd,Distributor,Product 30,11,5078.6,55864.600000000006,3402.6620000000003,FL,Florida,South,27.49893,-82.57482,,37429.28200000001,18435.318,32.99999999999999,June,6,2015-06
SO - 0003640,2015-06-09,Terumo Corp,Export,Product 20,12,1165.8,13989.599999999999,489.63599999999997,FL,Florida,South,28.03446,-80.58866,,5875.632,8113.967999999999,57.99999999999999,June,6,2015-06
SO - 0004305,2015-06-09,Rooxo Company,Export,Product 26,10,221.1,2211.0,112.761,IL,Illinois,Midwest,40.69365,-89.58899,,1127.61,1083.39,49.00000000000001,June,6,2015-06
SO - 0010650,2015-06-09,Buzzshare Company,Wholesale,Product 10,9,3758.7000000000003,33828.3,2706.264,LA,Louisiana,South,29.99409,-90.24174,,24356.376,9471.924000000003,28.000000000000007,June,6,2015-06
SO - 0001495,2015-06-09,Quimm Company,Distributor,Product 4,11,2231.1,24542.1,1695.636,FL,Florida,South,29.58497,-81.20784,,18651.996,5890.103999999999,24.0,June,6,2015-06
SO - 0001865,2015-06-09,Colgate-Pa Group,Wholesale,Product 26,12,1708.5,20502.0,1349.7150000000001,IN,Indiana,Midwest,40.48643,-86.1336,,16196.580000000002,4305.419999999998,20.99999999999999,June,6,2015-06
SO - 0001937,2015-06-09,Zoonoodle Ltd,Wholesale,Product 25,7,1031.8,7222.599999999999,773.8499999999999,FL,Florida,South,26.56285,-81.94953,,5416.949999999999,1805.6500000000005,25.00000000000001,June,6,2015-06
SO - 0002957,2015-06-09,Talane Group,Distributor,Product 18,7,1835.8,12850.6,1248.344,CA,California,West,34.26945,-118.78148,,8738.408,4112.192000000001,32.00000000000001,June,6,2015-06
SO - 0003172,2015-06-09,Aromaticos Company,Distributor,Product 1,5,2472.3,12361.5,1211.4270000000001,CA,California,West,37.70583,-122.46194,,6057.135,6304.365,51.0,June,6,2015-06
SO - 0003293,2015-06-09,Jaxbean Group,Wholesale,Product 16,9,3618.0,32562.0,2858.2200000000003,FL,Florida,South,28.07807,-82.76371,,25723.980000000003,6838.019999999997,20.99999999999999,June,6,2015-06
SO - 0006575,2015-06-09,Topco Company,Wholesale,Product 5,8,2680.0,21440.0,2251.2,SC,South Carolina,South,34.92487,-81.02508,,18009.6,3430.4000000000015,16.000000000000007,June,6,2015-06
SO - 0010262,2015-06-09,Deseret Group,Wholesale,Product 25,6,5118.8,30712.800000000003,2303.46,MN,Minnesota,Midwest,45.1705,-93.20607,,13820.76,16892.04,54.99999999999999,June,6,2015-06
SO - 0009604,2015-06-09,Realbridge Corp,Export,Product 8,9,1051.9,9467.1,820.4820000000001,NY,New York,Northeast,40.72833,-73.99417,,7384.338000000001,2082.7619999999997,21.999999999999996,June,6,2015-06
SO - 0009368,2015-06-09,Camido Company,Wholesale,Product 3,6,1983.2,11899.2,1269.248,NC,North Carolina,South,36.09986,-80.24422,,7615.488,4283.712,36.00000000000001,June,6,2015-06
SO - 0008593,2015-06-09,Pixoboo Corp,Distributor,Product 17,12,3859.2000000000003,46310.4,2585.664,TX,Texas,South,30.30394,-97.75436,,31027.968,15282.432,33.0,June,6,2015-06
SO - 0008846,2015-06-09,Pixoboo Corp,Export,Product 17,11,1058.6000000000001,11644.600000000002,825.7080000000001,MO,Missouri,Midwest,39.76861,-94.84663,,9082.788,2561.8120000000017,22.00000000000001,June,6,2015-06
SO - 0009333,2015-06-09,Natures Group,Distributor,Product 25,11,187.6,2063.6,142.576,NC,North Carolina,South,35.40875,-80.57951,,1568.336,495.2639999999999,23.999999999999996,June,6,2015-06
SO - 0002432,2015-06-09,Linklinks Ltd,Distributor,Product 13,7,3906.1,27342.7,1562.44,CT,Connecticut,Northeast,41.76593,-72.68158,,10937.08,16405.620000000003,60.00000000000001,June,6,2015-06
SO - 0003752,2015-06-09,CARDINAL Group,Wholesale,Product 9,11,783.9,8622.9,423.30600000000004,IN,Indiana,Midwest,41.68199,-85.97667,,4656.366,3966.5339999999997,46.0,June,6,2015-06
SO - 0004303,2015-06-09,Actavis Company,Wholesale,Product 21,8,891.1,7128.8,507.92699999999996,UT,Utah,West,40.23384,-111.65853,,4063.4159999999997,3065.3840000000005,43.00000000000001,June,6,2015-06
SO - 0004488,2015-06-09,Skajo Ltd,Distributor,Product 5,10,5674.900000000001,56749.00000000001,4142.677000000001,MN,Minnesota,Midwest,44.8408,-93.29828,,41426.770000000004,15322.230000000003,27.0,June,6,2015-06
SO - 0006423,2015-06-09,Snaptags Ltd,Wholesale,Product 4,7,2264.6,15852.199999999999,1789.034,CA,California,West,33.60002,-117.672,,12523.238000000001,3328.9619999999977,20.99999999999999,June,6,2015-06
SO - 0006736,2015-06-09,Janyx Group,Distributor,Product 17,9,3852.5,34672.5,2311.5,TX,Texas,South,32.73569,-97.10807,,20803.5,13869.0,40.0,June,6,2015-06
SO - 0006751,2015-06-09,Arbor Company,Distributor,Product 2,6,1246.2,7477.200000000001,710.334,CA,California,West,33.83529,-117.9145,,4262.004,3215.196000000001,43.00000000000001,June,6,2015-06
SO - 0008522,2015-06-09,CARDINAL Group,Export,Product 18,5,167.5,837.5,105.525,OH,Ohio,Midwest,39.34021,-84.41716,,527.625,309.875,37.0,June,6,2015-06
SO - 0008618,2015-06-09,Johnson Ltd,Distributor,Product 5,6,3926.2000000000003,23557.2,1845.314,GA,Georgia,South,32.46098,-84.98771,,11071.884,12485.316,53.0,June,6,2015-06
SO - 0009180,2015-06-09,SHISEIDO Ltd,Wholesale,Product 15,5,1835.8,9179.0,1542.072,CA,California,West,33.52253,-117.70755,,7710.36,1468.6400000000003,16.000000000000004,June,6,2015-06
SO - 000110,2015-06-09,Holston Company,Wholesale,Product 4,6,1956.4,11738.400000000001,1212.968,NV,Nevada,West,36.19886,-115.1175,,7277.808000000001,4460.592000000001,38.0,June,6,2015-06
SO - 000130,2015-06-09,Skajo Ltd,Wholesale,Product 7,6,2901.1,17406.6,2378.9019999999996,NJ,New Jersey,Northeast,40.48622,-74.45182,,14273.411999999997,3133.188000000002,18.000000000000014,June,6,2015-06
SO - 0002245,2015-06-09,Kaymbo Company,Wholesale,Product 18,9,174.20000000000002,1567.8000000000002,125.424,WY,Wyoming,West,41.13998,-104.82025,,1128.816,438.98400000000015,28.000000000000007,June,6,2015-06
SO - 0004913,2015-06-09,H Ltd,Export,Product 25,11,167.5,1842.5,75.375,IL,Illinois,Midwest,41.948,-87.98061,,829.125,1013.375,55.00000000000001,June,6,2015-06
SO - 0006218,2015-06-09,Nlounge Ltd,Distributor,Product 6,7,1078.7,7550.900000000001,474.62800000000004,MA,Massachusetts,Northeast,42.37649,-71.23561,,3322.396,4228.504000000001,56.00000000000001,June,6,2015-06
SO - 0006626,2015-06-09,Vimbo Company,Wholesale,Product 4,8,2472.3,19778.4,988.9200000000001,IL,Illinois,Midwest,41.88503,-87.7845,,7911.360000000001,11867.04,60.0,June,6,2015-06
SO - 0008699,2015-06-09,Colgate-Pa Group,Wholesale,Product 18,12,3993.2000000000003,47918.4,1916.736,CT,Connecticut,Northeast,41.27065,-72.94705,,23000.832000000002,24917.568,52.0,June,6,2015-06
SO - 0008849,2015-06-09,Twinte Group,Wholesale,Product 23,9,187.6,1688.3999999999999,116.312,FL,Florida,South,25.79065,-80.13005,,1046.808,641.5919999999999,37.99999999999999,June,6,2015-06
SO - 0008761,2015-06-09,Z.H.T. Group,Distributor,Product 6,6,1232.8,7396.799999999999,850.632,NY,New York,Northeast,43.25035,-77.70052,,5103.7919999999995,2293.008,31.0,June,6,2015-06
SO - 0008545,2015-06-09,State Ltd,Export,Product 5,6,6003.2,36019.2,3902.08,CT,Connecticut,Northeast,41.39874,-73.4781,,23412.48,12606.719999999998,35.0,June,6,2015-06
SO - 0001009,2015-06-09,Aimbo Corp,Wholesale,Product 4,10,3289.7000000000003,32897.0,1875.129,CA,California,West,38.61713,-121.32828,,18751.29,14145.71,43.0,June,6,2015-06
SO - 0003718,2015-06-09,Nexus Group,Wholesale,Product 5,10,2633.1,26331.0,1474.536,MN,Minnesota,Midwest,44.76774,-93.27772,,14745.36,11585.64,44.0,June,6,2015-06
SO - 0006025,2015-06-09,Podcat Corp,Wholesale,Product 29,5,3222.7000000000003,16113.500000000002,2610.387,CA,California,West,34.1064,-117.37032,,13051.935000000001,3061.5650000000005,19.0,June,6,2015-06
SO - 0007203,2015-06-09,Brainspher Ltd,Wholesale,Product 5,10,2579.5,25795.0,1315.545,CT,Connecticut,Northeast,41.68158,-72.94075,,13155.45,12639.55,49.0,June,6,2015-06
SO - 0007391,2015-06-09,Oba Company,Wholesale,Product 21,12,1829.1000000000001,21949.2,1280.3700000000001,LA,Louisiana,South,30.22659,-93.21738,,15364.440000000002,6584.759999999998,29.999999999999993,June,6,2015-06
SO - 0008450,2015-06-09,Blogspan Ltd,Distributor,Product 9,5,6150.6,30753.0,4428.432,AL,Alabama,South,33.20984,-87.56917,,22142.16,8610.84,28.000000000000004,June,6,2015-06
SO - 0010191,2015-06-09,American Corp,Distributor,Product 19,9,891.1,8019.900000000001,436.639,NY,New York,Northeast,40.9126,-73.83708,,3929.751,4090.1490000000003,51.0,June,6,2015-06
SO - 0001287,2015-06-10,Zooveo Company,Wholesale,Product 24,11,2311.5,25426.5,1433.1299999999999,IL,Illinois,Midwest,42.02911,-88.08951,,15764.429999999998,9662.070000000002,38.00000000000001,June,6,2015-06
SO - 0002998,2015-06-10,Eidel Corp,Wholesale,Product 15,11,254.6,2800.6,117.116,CA,California,West,38.35658,-121.98774,,1288.276,1512.3239999999998,53.99999999999999,June,6,2015-06
SO - 0003326,2015-06-10,Twitterbri Ltd,Export,Product 25,12,241.20000000000002,2894.4,161.604,FL,Florida,South,28.03446,-80.58866,,1939.248,955.152,33.0,June,6,2015-06
SO - 0006694,2015-06-10,Thoughtmix Ltd,Distributor,Product 18,9,3919.5,35275.5,2273.31,CA,California,West,33.83141,-118.28202,,20459.79,14815.71,42.0,June,6,2015-06
SO - 0007399,2015-06-10,Topiczoom Corp,Wholesale,Product 9,8,2499.1,19992.8,1499.4599999999998,CA,California,West,34.02862,-117.81034,,11995.679999999998,7997.120000000001,40.00000000000001,June,6,2015-06
SO - 0007548,2015-06-10,Trunyx Ltd,Distributor,Product 28,11,1681.7,18498.7,1227.641,CA,California,West,39.72849,-121.83748,,13504.051000000001,4994.648999999999,26.999999999999996,June,6,2015-06
SO - 0007673,2015-06-10,Centizu Company,Wholesale,Product 20,5,247.9,1239.5,111.555,TX,Texas,South,32.35126,-95.30106,,557.7750000000001,681.7249999999999,54.99999999999999,June,6,2015-06
SO - 0008177,2015-06-10,Cadila Ltd,Distributor,Product 18,10,897.8000000000001,8978.0,466.85600000000005,CA,California,West,34.13973,-118.03534,,4668.56,4309.44,48.0,June,6,2015-06
SO - 0003210,2015-06-10,Yodoo Ltd,Wholesale,Product 17,12,1085.4,13024.800000000001,640.386,WA,Washington,West,47.67399,-122.12151,,7684.632,5340.1680000000015,41.00000000000001,June,6,2015-06
SO - 0003892,2015-06-10,Skyble Corp,Distributor,Product 1,7,1916.2,13413.4,804.804,AR,Arkansas,South,36.33202,-94.11854,,5633.628,7779.772,57.99999999999999,June,6,2015-06
SO - 0004766,2015-06-10,NARS Group,Distributor,Product 3,9,2425.4,21828.600000000002,1479.494,FL,Florida,South,28.80055,-81.27312,,13315.446,8513.154000000002,39.00000000000001,June,6,2015-06
SO - 0005005,2015-06-10,Vimbo Company,Wholesale,Product 25,8,1916.2,15329.6,1341.34,CA,California,West,36.91023,-121.75689,,10730.72,4598.880000000001,30.000000000000004,June,6,2015-06
SO - 0007677,2015-06-10,Neutrogena Ltd,Wholesale,Product 15,11,998.3000000000001,10981.300000000001,419.286,IN,Indiana,Midwest,39.96392,-85.92802,,4612.146,6369.154000000001,58.00000000000001,June,6,2015-06
SO - 0010778,2015-06-10,Cantrell Company,Distributor,Product 9,12,1748.7,20984.4,1206.6029999999998,NC,North Carolina,South,35.92812,-79.03742,,14479.235999999997,6505.164000000004,31.000000000000018,June,6,2015-06
SO - 0008446,2015-06-10,Fivechat Company,Wholesale,Product 18,5,971.5,4857.5,650.9050000000001,CA,California,West,38.29714,-122.28553,,3254.5250000000005,1602.9749999999995,32.99999999999999,June,6,2015-06
SO - 0010741,2015-06-10,Snaptags Ltd,Distributor,Product 5,11,2860.9,31469.9,1316.0140000000001,TX,Texas,South,29.69106,-95.2091,,14476.154000000002,16993.746,53.99999999999999,June,6,2015-06
SO - 0009376,2015-06-10,Zoonder Group,Wholesale,Product 25,9,3912.8,35215.200000000004,2738.96,IL,Illinois,Midwest,39.79106,-89.64457,,24650.64,10564.560000000005,30.00000000000001,June,6,2015-06
SO - 0002522,2015-06-10,Mylan Corp,Wholesale,Product 15,12,207.70000000000002,2492.4,110.08100000000002,CA,California,West,37.93576,-122.34775,,1320.9720000000002,1171.4279999999999,46.99999999999999,June,6,2015-06
SO - 0004531,2015-06-10,Neutrogena Ltd,Distributor,Product 12,6,3932.9,23597.4,2084.4370000000004,CA,California,West,33.11921,-117.08642,,12506.622000000003,11090.777999999998,46.99999999999999,June,6,2015-06
SO - 0004926,2015-06-10,Valeant Corp,Export,Product 5,8,3872.6,30980.8,1858.848,TX,Texas,South,32.68695,-97.0211,,14870.784,16110.016,52.0,June,6,2015-06
SO - 0005026,2015-06-10,Brightdog Corp,Wholesale,Product 8,5,2566.1,12830.5,1950.2359999999999,CT,Connecticut,Northeast,41.39482,-73.45401,,9751.18,3079.3199999999997,24.0,June,6,2015-06
SO - 0005508,2015-06-10,Fivechat Company,Wholesale,Product 25,10,696.8000000000001,6968.000000000001,578.344,KY,Kentucky,South,37.77422,-87.11333,,5783.4400000000005,1184.5600000000004,17.000000000000004,June,6,2015-06
SO - 0006110,2015-06-10,Jayo Company,Wholesale,Product 16,8,234.5,1876.0,154.77,KY,Kentucky,South,37.77422,-87.11333,,1238.16,637.8399999999999,34.0,June,6,2015-06
SO - 0007972,2015-06-10,WOCKHARDT Group,Distributor,Product 16,10,3912.8,39128.0,1839.016,CA,California,West,34.1064,-117.37032,,18390.16,20737.84,53.0,June,6,2015-06
SO - 0010655,2015-06-10,Aimbo Corp,Distributor,Product 3,7,2351.7000000000003,16461.9,1787.2920000000001,OH,Ohio,Midwest,41.66394,-83.55521,,12511.044000000002,3950.8559999999998,23.999999999999996,June,6,2015-06
SO - 000300,2015-06-10,Mycone Ltd,Wholesale,Product 20,11,1005.0,11055.0,522.6,WY,Wyoming,West,42.86663,-106.31308,,5748.6,5306.4,48.0,June,6,2015-06
SO - 0002107,2015-06-10,Camido Company,Distributor,Product 18,12,1882.7,22592.4,1355.5439999999999,CA,California,West,33.15809,-117.35059,,16266.527999999998,6325.872000000003,28.000000000000014,June,6,2015-06
SO - 0002333,2015-06-10,WOONSOCKET Corp,Distributor,Product 24,7,1802.3,12616.1,1135.449,CA,California,West,38.24936,-122.03997,,7948.143,4667.957,37.0,June,6,2015-06
